Название;Материал;Дата поступления;Дата документа о качестве;Документ о качестве;;Отбор проб;Номер документа о качестве;Предприятие изготовитель
215419;Бетонные образцы-кубы;26.01.2026;;;;215418;;ООО КапиталСтрой
215422;Бетонные образцы-кубы;13.01.2026;;;;215421;;ООО КапиталСтрой
215425;Бетонные образцы-кубы;04.02.2026;;;;215424;;ООО КапиталСтрой
215444;Грунт по ГОСТ 25100;10.02.2026;;;;215443;;
215448;Грунт в кольцах ;10.02.2026;;;;215447;;
215452;Грунт по ГОСТ 33063;09.02.2026;;;;215451;;ООО СУ 910
215485;Песок по ГОСТ 32824;09.02.2026;;;;215484;;
215488;Бетонные образцы-кубы;12.01.2026;;;;215487;;
215491;Бетонные образцы-кубы;12.01.2026;;;;215490;;
215494;Бетонные образцы-кубы;09.01.2026;;;;215493;;
215497;Бетонные образцы-кубы;10.01.2026;;;;215496;;
215500;Бетонные образцы-кубы;08.02.2026;;;;215499;;
215503;Песок по ГОСТ 32824;07.02.2026;;;;215502;;
215506;Грунт в кольцах ;07.02.2026;;;;215505;;
215509;Грунт в кольцах ;01.02.2026;;;;215508;;
215512;Грунт в кольцах ;31.01.2026;;;;215511;;
215515;Песок по ГОСТ 32824;30.01.2026;;;;215514;;
215518;Грунт в кольцах ;11.02.2026;;;;215517;;
215521;Грунт в кольцах ;12.02.2026;;;;215520;;
215524;Бетонные образцы-кубы;14.01.2026;;;;215523;;
215527;Бетонные образцы-кубы;14.01.2026;;;;215526;;
215531;Бетонные образцы-кубы;14.01.2026;;;;215530;;
215534;Грунт в кольцах ;10.02.2026;;;;215533;;
215537;Грунт в кольцах ;10.02.2026;;;;215536;;
215540;Грунт в кольцах ;10.02.2026;;;;215539;;
215543;Бетонные образцы-кубы;13.01.2026;;;;215542;;
215546;Грунт в кольцах ;09.02.2026;;;;215545;;
215549;Грунт в кольцах ;09.02.2026;;;;215548;;
215552;Грунт в кольцах ;06.02.2026;;;;215551;;
215555;Грунт в кольцах ;06.02.2026;;;;215554;;
215558;Грунт в кольцах ;06.02.2026;;;;215557;;
215561;Грунт в кольцах ;05.02.2026;;;;215560;;
215564;Грунт в кольцах ;05.02.2026;;;;215563;;
215567;Бетонные образцы-кубы;05.01.2026;;;;215566;;
215570;Керны АБ SP-32Э по ГОСТ Р 58401.1;04.02.2026;;;;215569;;
215573;Керны АБ SP-22Э по ГОСТ Р 58401.1;04.02.2026;;;;215572;;
215576;Керны АБ к/з пл. тип А М I по ГОСТ 9128;04.02.2026;;;;215575;;
215579;Керны АБ к/з пл. тип А М I по ГОСТ 9128;04.02.2026;;;;215578;;
215582;Грунт в кольцах ;31.01.2026;;;;215581;;
215585;Грунт в кольцах ;31.01.2026;;;;215584;;
215588;Грунт в кольцах ;31.01.2026;;;;215587;;
215591;Грунт в кольцах ;01.02.2026;;;;215590;;
215594;Бетонные образцы-кубы;15.01.2026;;;;215593;;
215597;Грунт в кольцах ;12.02.2026;;;;215596;;
215605;Бетонные образцы-кубы;12.01.2026;;;;213162;;
215608;Бетонные образцы-кубы;03.02.2026;02.02.2026;Файл: Паспорт от 02 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215608&field_id=PROPERTY_1419&file_id=243158&ncc=y&download=y&download=y;215607;БА-1;"ООО ""СОЮЗ"""
215611;Бетонные образцы-кубы;03.02.2026;02.02.2026;Файл: Паспорт от 02 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215611&field_id=PROPERTY_1419&file_id=243161&ncc=y&download=y&download=y;215610;БА-1/1;"ООО ""СОЮЗ"""
215614;Бетонные образцы-кубы;03.02.2026;02.02.2026;Файл: Паспорт от 02 февраля БСТ 3.webp;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215614&field_id=PROPERTY_1419&file_id=243164&ncc=y&download=y&download=y;215613;020226-2;"ООО ""ГК ПЕГАС"""
215617;Бетонные образцы-кубы;03.02.2026;02.02.2026;Файл: Паспорт от 02 февраля БСТ 6.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215617&field_id=PROPERTY_1419&file_id=243167&ncc=y&download=y&download=y;215616;БА-2;"ООО ""СОЮЗ"""
215620;Бетонные образцы-кубы;04.02.2026;03.02.2026;Файл: Паспорт от 03 февраля БСТ 3.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215620&field_id=PROPERTY_1419&file_id=243170&ncc=y&download=y&download=y;215619;030226-1;"ООО ""ГК ПЕГАС"""
215623;Бетонные образцы-кубы;05.02.2026;;;;215622;;
215626;Бетонные образцы-кубы;05.02.2026;04.02.2026;Файл: Паспорт от 04 февраля БСТ 3.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215626&field_id=PROPERTY_1419&file_id=243175&ncc=y&download=y&download=y;215625;БА-17;"ООО ""СОЮЗ"""
215629;Бетонные образцы-кубы;05.02.2026;04.02.2026;Файл: Паспорт от 04 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215629&field_id=PROPERTY_1419&file_id=243178&ncc=y&download=y&download=y;215628;БА-11;"ООО ""СОЮЗ"""
215631;Бетонные образцы-кубы;15.01.2026;;;;213302;;
215633;Бетонные образцы-кубы;15.01.2026;;;;213305;;
215636;Песок по ГОСТ 31424;02.02.2026;27.01.2026;Файл: Паспорт Песок оч. крупный из отсева 27 января 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215636&field_id=PROPERTY_1419&file_id=243183&ncc=y&download=y&download=y;215635;27012026;"ООО ""СВиРТ"""
215639;Песок по ГОСТ 8736;06.02.2026;04.02.2026;Файл: Паспорт Песок средний 04 февраля 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215639&field_id=PROPERTY_1419&file_id=243186&ncc=y&download=y&download=y;215638;07;"ООО ""Транс-Сервис"""
215642;Грунт в кольцах ;04.02.2026;27.01.2026;Файл: Паспорт Песок оч. крупный из отсева 27 января 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215642&field_id=PROPERTY_1419&file_id=243189&ncc=y&download=y&download=y;215641;27012026;"ООО ""СВиРТ"""
215645;Грунт в кольцах ;05.02.2026;27.01.2026;Файл: Паспорт Песок оч. крупный из отсева 27 января 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215645&field_id=PROPERTY_1419&file_id=243192&ncc=y&download=y&download=y;215644;27012026;"ООО ""СВиРТ"""
215648;Грунт в кольцах ;09.02.2026;27.01.2026;Файл: Паспорт Песок оч. крупный из отсева 27 января 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215648&field_id=PROPERTY_1419&file_id=243195&ncc=y&download=y&download=y;215647;27012026;"ООО ""СВиРТ"""
215651;Бетонные образцы-кубы;06.02.2026;05.02.2026;Файл: Паспорт от 05 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215651&field_id=PROPERTY_1419&file_id=243198&ncc=y&download=y&download=y;215650;БА-33;"ООО ""СОЮЗ"""
215654;Бетонные образцы-кубы;06.02.2026;05.02.2026;Файл: Паспорт от 05 февраля БСТ 3.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215654&field_id=PROPERTY_1419&file_id=243201&ncc=y&download=y&download=y;215653;БА-36;"ООО ""СОЮЗ"""
215656;Бетонные образцы-кубы;16.01.2026;;;;213319;;
215658;Бетонные образцы-кубы;16.01.2026;;;;213322;;
215660;Бетонные образцы-кубы;22.01.2026;;;;213328;;
215662;Бетонные образцы-кубы;16.01.2026;;;;213334;;
215665;Щебень фр. 20-40 мм по ГОСТ 8267;06.02.2026;06.02.2026;Файл: Паспорт щебень 20 40 М800 06 февраля 1.webp;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215665&field_id=PROPERTY_1419&file_id=243208&ncc=y&download=y&download=y;215664;2;"ООО ""Дикая Дивизия"""
215668;Бетонные образцы-кубы;07.02.2026;06.02.2026;Файл: Паспорт от 06 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215668&field_id=PROPERTY_1419&file_id=243211&ncc=y&download=y&download=y;215667;БА-64;"ООО ""СОЮЗ"""
215671;Бетонные образцы-кубы;07.02.2026;06.02.2026;Файл: Паспорт от 06 февраля БСТ 4.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215671&field_id=PROPERTY_1419&file_id=243214&ncc=y&download=y&download=y;215670;060226-2;"ООО ""ГК ПЕГАС"""
215674;Бетонные образцы-кубы;07.02.2026;06.02.2026;Файл: Паспорт от 06 февраля БСТ 5.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215674&field_id=PROPERTY_1419&file_id=243217&ncc=y&download=y&download=y;215673;060226-1;"ООО ""ГК ПЕГАС"""
215677;Грунт в кольцах ;14.02.2026;;;;215676;;
215680;Грунт в кольцах ;13.02.2026;;;;215679;;
215683;Грунт по ГОСТ 33063;13.02.2026;;;;215682;;"ООО ""СУ-911"""
215687;Грунт в кольцах ;13.02.2026;;;;215686;;
215694;Бетонные образцы-кубы;16.01.2026;;;;215693;;
215697;Грунт в кольцах ;14.02.2026;;;;215696;;
215700;Грунт в кольцах ;14.02.2026;;;;215699;;
215703;Грунт в кольцах ;14.02.2026;;;;215702;;
215706;Бетонные образцы-кубы;10.01.2026;;;;215705;;
215709;Бетонные образцы-кубы;09.02.2026;19.01.2026;Файл: паспорт В25 от 19.01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215709&field_id=PROPERTY_1419&file_id=243248&ncc=y&download=y&download=y;215708;2134;"ООО ""ТСМ ПРОМБАЗА"""
215717;Щебень фр. 31,5-63 мм по ГОСТ 32703;15.12.2025;06.12.2025;Файл: Scan_0002.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215717&field_id=PROPERTY_1419&file_id=243261&ncc=y&download=y&download=y;215716;;"АО ""Ремдорстрой"""
215720;АБС SP-32Э по ГОСТ Р 58401.1;17.12.2025;;;;215719;;
215723;АБС SP-32Э по ГОСТ Р 58401.1;17.12.2025;;;;215722;;"АО ""Ремдорстрой"""
215726;АБС SP-22Э по ГОСТ Р 58401.1;19.12.2025;;;;215725;;"АО ""Ремдорстрой"""
215734;Бетонные образцы-кубы;09.02.2026;20.01.2026;Файл: паспорт В25 от 20.01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215734&field_id=PROPERTY_1419&file_id=243270&ncc=y&download=y&download=y;215733;2137;"ООО ""ТСМ ПРОМБАЗА"""
215738;Песок по ГОСТ 8736;16.02.2026;10.02.2026;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215738&field_id=PROPERTY_1419&file_id=243273&ncc=y&download=y&download=y;215737;606/1;"ООО ""Тэка-Сервис"""
215741;Песок по ГОСТ 8736;16.02.2026;13.02.2026;Файл: паспорт.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215741&field_id=PROPERTY_1419&file_id=243276&ncc=y&download=y&download=y;215740;609/1;"ООО ""Тэка-Сервис"""
215759;Грунт в кольцах ;15.02.2026;;;;215758;;"ООО ""Трансстроймеханизация"""
215762;Грунт в кольцах ;15.02.2026;;;;215761;;"ООО ""Трансстроймеханизация"""
215765;Грунт в кольцах ;15.02.2026;;;;215764;;"ООО ""Трансстроймеханизация"""
215768;АБС к/з пл. тип А М I по ГОСТ 9128;13.02.2026;;;;215767;;"ООО ""Трансстроймеханизация"""
215771;Бетонные образцы-кубы;19.01.2026;;;;215770;;"ООО ""Трансстроймеханизация"""
215774;АБС м/з тип А М I по ГОСТ 9128;14.02.2026;;;;215773;;"ООО ""Трансстроймеханизация"""
215777;Бетонные образцы-кубы;20.01.2026;;;;215776;;"АО ""Донаэродорстрой"""
215780;Грунт в кольцах ;16.02.2026;;;;215779;;"АО ""Донаэродорстрой"""
215783;Бетонные образцы-кубы;19.01.2026;;;;215782;;"АО ""Донаэродорстрой"""
215786;Грунт по ГОСТ 33063;03.02.2026;;;;215785;;"АО ""Донаэродорстрой"""
215789;Грунт по ГОСТ 33063;03.02.2026;;;;215788;;"АО ""Донаэродорстрой"""
215792;Грунт по ГОСТ 33063;23.01.2026;;;;215791;;"АО ""Донаэродорстрой"""
215795;Грунт по ГОСТ 33063;27.01.2026;;;;215794;;"АО ""Донаэродорстрой"""
215817;Бетонные образцы-кубы;08.02.2026;07.02.2026;Файл: Паспорт от 07 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215817&field_id=PROPERTY_1419&file_id=243359&ncc=y&download=y&download=y;215816;БА-67;"ООО ""СОЮЗ"""
215819;Бетонные образцы-кубы;18.01.2026;;;;214330;;
215822;Бетонные образцы-кубы;11.02.2026;10.02.2026;Файл: Паспорт от 10 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215822&field_id=PROPERTY_1419&file_id=243363&ncc=y&download=y&download=y;215821;100226-3;"ООО ""ГК ПЕГАС"""
215827;Бетонные образцы-кубы;11.02.2026;10.02.2026;Файл: Паспорт от 10 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215827&field_id=PROPERTY_1419&file_id=243366&ncc=y&download=y&download=y;215826;100226-1;"ООО ""ГК ПЕГАС"""
215829;Бетонные образцы-кубы;21.01.2026;;;;214511;;
215831;Бетонные образцы-кубы;21.01.2026;;;;214505;;
215834;Бетонные образцы-кубы;12.02.2026;11.02.2026;Файл: Паспорт от 11 февраля БСТ 2.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215834&field_id=PROPERTY_1419&file_id=243371&ncc=y&download=y&download=y;215833;БА-143;"ООО ""СОЮЗ"""
215837;Бетонные образцы-кубы;12.02.2026;11.02.2026;Файл: Паспорт от 11 февраля БСТ 1.jpg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=177&section_id=0&element_id=215837&field_id=PROPERTY_1419&file_id=243374&ncc=y&download=y&download=y;215836;110226-2;"ООО ""ГК ПЕГАС"""
