Название;Сортировка;ПЛП;Наименование объекта;Документ отбора проб;Ссылка;Место отбора проб;Дата отбора проб;Лицо, предоставившее пробу;Номер акта отбора проб;Примечание
27.03/25-04;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл песок ПК 992+00 ОЗ ЛОС 2-5 из песка (1-7 слой) шурф 27.03.25-04(испытан 28.03.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=179923&field_id=PROPERTY_1409&file_id=211821&ncc=y&download=y&download=y;ПК 992, обратная засыпка траншей и ЛОС;27.03.2025;ГЛК;27.03/25-04;
27.03/25-05;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл грунт песчаный ПК 809+52 лево ,основание под пескоуловитель на ВО на ОХ 27.03.2025(испытан 28.03.2025)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=179810&field_id=PROPERTY_1409&file_id=211695&ncc=y&download=y&download=y;основание на водоотводных колодцах;27.03.2025;ГЛК;27.03/25-05;
27.03/25-05;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1571. Грунт Купл отбор 27.03.2025 (испытание 28.03.2025)-09.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176777&field_id=PROPERTY_1409&file_id=208695&ncc=y&download=y&download=y;Обратная засыпка полимерной трубы, уч. ПК 1036+50 - ПК 1037+50 право;27.03.2025;ГЛК;27.03/25-05;
27.03/25-06;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1571. Грунт Купл отбор 27.03.2025 (испытание 28.03.2025)-11.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176781&field_id=PROPERTY_1409&file_id=208697&ncc=y&download=y&download=y;ДСО 1,2-й слой, уч. ПК 1049+40 - ПК 1050+40 лево/право;27.03.2025;ГЛК;27.03/25-06;
27.03/25-07;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1571. Грунт Купл отбор 27.03.2025 (испытание 28.03.2025)-13.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176786&field_id=PROPERTY_1409&file_id=208699&ncc=y&download=y&download=y;ЗП 5-й, уч. ПК 1078+70 - ПК 1080+00 лево;27.03.2025;ГЛК;27.03/25-07;
27.03/25-08;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1574. Грунт 25100 (ФМС) отбор 26-27.03.2025 (испытание 27-29.03.2025)-3.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176858&field_id=PROPERTY_1409&file_id=208743&ncc=y&download=y&download=y;ПК 1176+00;27.03.2025;ГЛК;27.03/25-08;
27.03/25-09;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1571. Грунт Купл отбор 27.03.2025 (испытание 28.03.2025)-15.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176790&field_id=PROPERTY_1409&file_id=208701&ncc=y&download=y&download=y;ЗП, уч. ПК 1175+00 - ПК 1177+00;27.03.2025;ГЛК;27.03/25-09;
27.03/25-10;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-01.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178346&field_id=PROPERTY_1409&file_id=210221&ncc=y&download=y&download=y;ПК 1016+00 ВПТ, лоток;27.03.2025;ГЛК;27.03/25-10;
27.03/25-11;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-04.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178352&field_id=PROPERTY_1409&file_id=210227&ncc=y&download=y&download=y;ПК 1078+69 ВПТ, лоток оголовка (право), пазухи (лево);27.03.2025;ГЛК;27.03/25-11;
27.03/25-12;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-07.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178355&field_id=PROPERTY_1409&file_id=210230&ncc=y&download=y&download=y;ПК 1108, обоймы дренажных колодцев;27.03.2025;ГЛК;27.03/25-12;
27.03/25-13;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-10.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178358&field_id=PROPERTY_1409&file_id=210233&ncc=y&download=y&download=y;ПК 1020+00, ИССО-8, ОП2 бетонная подготовка под лежень;27.03.2025;ГЛК;27.03/25-13;
27.03/25-14;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-13.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178361&field_id=PROPERTY_1409&file_id=210236&ncc=y&download=y&download=y;ПК 1264+32,74, ИССО-20, ОП2, переходная плита;27.03.2025;ГЛК;27.03/25-14;
27.03/25-15;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-16.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178364&field_id=PROPERTY_1409&file_id=210239&ncc=y&download=y&download=y;ПК 1331+73, укрепление ВПТ;27.03.2025;ГЛК;27.03/25-15;
27.03/25-16;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-19.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178367&field_id=PROPERTY_1409&file_id=210242&ncc=y&download=y&download=y;ПК 1346+65 ВПТ, прижимная стенка;27.03.2025;ГЛК;27.03/25-16;
27.03/25-17;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-22.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178370&field_id=PROPERTY_1409&file_id=210245&ncc=y&download=y&download=y;ПК 1314, ростверк шумозащитных экранов;27.03.2025;ГЛК;27.03/25-17;
27.03/25-18;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-25.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178373&field_id=PROPERTY_1409&file_id=210248&ncc=y&download=y&download=y;ПК 1317, основание под бортовой камень;27.03.2025;ГЛК;27.03/25-18;
27.03/25-19;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1596. Бетон 7 суток отбор 27.03.25 (испытание 03.04.25)-28.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178376&field_id=PROPERTY_1409&file_id=210251&ncc=y&download=y&download=y;ПК 1336+00;27.03.2025;ГЛК;27.03/25-19;
27.11/24-01Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: 1. Акт отбора.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176653&field_id=PROPERTY_1409&file_id=208559&ncc=y&download=y&download=y;ПК 0+40 - ПК 2+00;27.11.2024;ГЛК;27.11/24-01Б;
27.12/24-01;500;ПЛП 3;СТР М-12 Д-А, 1-й этап;Файл: 1483.Грунт Купл НЕСООТВЕТСТВИЕ от 27.12.24 испытание от 08.01.25-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=174195&field_id=PROPERTY_1409&file_id=206470&ncc=y&download=y&download=y;ПК 1138+50;27.12.2024;ГЛК;27.12/24-01;
27.12/24-01;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл. Грунт ПК 998+00 Насыпь зп (промежут. сл) 27.12.24-01 (испытание 29.12.2024)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177801&field_id=PROPERTY_1409&file_id=209568&ncc=y&download=y&download=y;ПК 998+00;27.12.2024;ГЛК;27.12/24-01;
27.12/24-01Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: 1. Акт отбора.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176956&field_id=PROPERTY_1409&file_id=208826&ncc=y&download=y&download=y;ПК926+25;27.12.2024;ГЛК;27.12/24-01Б;
27.12/24-02;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл. Песок Осн. под рабочий слой ПК 998+00-ПК 991+00 27.12.24-02 (испытание 28.12.24) НЕ СООТВ.-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178019&field_id=PROPERTY_1409&file_id=209842&ncc=y&download=y&download=y;ПК 991+50, ПК 992+00, ПК 992+50, ПК 993+00, ПК 993+50, ПК 994+00, ПК 994+50, ПК 995+00, ПК 995+50, ПК 996+00, ПК 996+50, ПК 997+00, ПК 997+50, ПК 998+00;27.12.2024;ГЛК;27.12/24-02;
27.12/24-02Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: 1. Акт отбора.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176596&field_id=PROPERTY_1409&file_id=208515&ncc=y&download=y&download=y;ПК 856+90 - ПК 858+40, ПК 864+30 - ПК 873+30;27.12.2024;ГЛК;27.12/24-02Б;
27.12/24-03;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл. Грунт ПК 991+00-ПК 998+00 Насыпь взп 27.12.24-03 (испытание 29.12.2024)-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177795&field_id=PROPERTY_1409&file_id=209563&ncc=y&download=y&download=y;991+50, 992+00, 992+50, 993+00, 993+50, 994+00, 994+50, 995+00, 995+50, 996+00, 996+50, 997+00, 997+50, 998+00;27.12.2024;ГЛК;27.12/24-03;
27.12/24-03Б;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: 1. Акт отбора.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=176897&field_id=PROPERTY_1409&file_id=208775&ncc=y&download=y&download=y;ПК917+20-ПК920+00;27.12.2024;ГЛК;27.12/24-03Б;
27.12/24-04;500;ПЛП 1;СТР М-12 Д-А, 1-й этап;Файл: Купл. Грунт ПК 940+30-ПК 939+90 Насыпь зп (промежут. сл) 27.12.24-04 (испытание 28.12.2024) НЕ СООТВ.-1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=177763&field_id=PROPERTY_1409&file_id=209537&ncc=y&download=y&download=y;ПК 940+20;27.12.2024;ГЛК;27.12/24-04;
27/01/25/1/1187;500;ПЛП 6;РЕК М3 км 65 - км 86 I ПК;Файл: протокол № 27012511187 от 29.01.2025 (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180947&field_id=PROPERTY_1409&file_id=212990&ncc=y&download=y&download=y;ПК 133+00 штабель;27.01.2025;ГСК;27/01/25/1/1187;карьер Спас-Загорье Рабочий слой
27/01/25/2/1187;500;ПЛП 6;РЕК М3 км 65 - км 86 I ПК;Файл: протокол № 27012521187 от 29.01.2025 (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180951&field_id=PROPERTY_1409&file_id=212995&ncc=y&download=y&download=y;ПК 133+00 штабель справа;27.01.2025;ГСК;27/01/25/2/1187;карьер Спас-Загорье ППС
27/01/25/3/1187;500;ПЛП 6;РЕК М3 км 65 - км 86 I ПК;Файл: протокол № 27012531187 от 29.01.2025 (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180957&field_id=PROPERTY_1409&file_id=213000&ncc=y&download=y&download=y;ПК 139+00 штабель справа;27.01.2025;ГСК;27/01/25/3/1187;карьер Спас-Загорье Рабочий слой
27/01/25/4/1187;500;ПЛП 6;РЕК М3 км 65 - км 86 I ПК;Файл: протокол № 27012541187 от 29.01.2025 (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180992&field_id=PROPERTY_1409&file_id=213027&ncc=y&download=y&download=y;ПК 139+00 штабель справа;27.01.2025;ГСК;27/01/25/4/1187;карьер Спас Загорье ППС
27/03/2025/1/1/1187;500;ПЛП 6;РЕК М3 км 65 - км 86 I ПК;Файл: Протоол №2703202511187 от 01.04.2025 (2)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=182332&field_id=PROPERTY_1409&file_id=213786&ncc=y&download=y&download=y;ПК 195+00 право;27.03.2025;ГСК;27/03/2025/1/1/1187;
2702/-БЕТ;500;ПЛП 2.2;СТР Обход Адлера;Файл: Акт отбора проб бетона от 27 февраля 2025 г. В35 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180581&field_id=PROPERTY_1409&file_id=212590&ncc=y&download=y&download=y;Реконструкция путепровода по ул. Ивановская;27.02.2025;ГЛК;2702/-БЕТ;
2702/-БЕТ;500;ПЛП 2;СТР Обход Адлера;Файл: Акт отбора проб бетона от 27 февраля 2025 г. В35 1.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=174704&field_id=PROPERTY_1409&file_id=206869&ncc=y&download=y&download=y;Реконструкция путепровода по ул. Ивановская, ШБ1-П;27.02.2025;ГЛК;2702/-БЕТ;
2703/-БЕТ;500;ПЛП 2.2;СТР Обход Адлера;Файл: Акт отбора проб бетона от 27 марта 2025 г. В40 2.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180623&field_id=PROPERTY_1409&file_id=212684&ncc=y&download=y&download=y;Разворотный путепровод через А-149;27.03.2025;ГЛК;2703/-БЕТ;
2703/-БЕТ2;500;ПЛП 2.2;СТР Обход Адлера;Файл: Акт отбора проб бетона от 27 марта 2025 г. В40 1.jpeg;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=180626&field_id=PROPERTY_1409&file_id=212687&ncc=y&download=y&download=y;Разворотный путепровод через А-149;27.03.2025;ГЛК;2703/-БЕТ2;
271К/25.03/43К-03;500;ПЛП 4;КР 43 ОП РЗ 43К-03 км 0+000 - км 32+800;Файл: АОП 271К-25.03-43К-03 от 25.03.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178782&field_id=PROPERTY_1409&file_id=210587&ncc=y&download=y&download=y;ПК271+80 право;25.03.2025;ГСК;271К/25.03/43К-03;
271К/25.03/43К-03;500;ПЛП 4;КР 43 ОП РЗ 43К-03 км 0+000 - км 32+800;Файл: АОП 271К-25.03-43К-03 от 25.03.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178788&field_id=PROPERTY_1409&file_id=210591&ncc=y&download=y&download=y;ПК271+80 право;25.03.2025;ГСК;271К/25.03/43К-03;
272.1К/26.03/43К-03;500;ПЛП 4;КР 43 ОП РЗ 43К-03 км 0+000 - км 32+800;Файл: АОП 272.1К-26.03-43К-03 от 26.03.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178806&field_id=PROPERTY_1409&file_id=210603&ncc=y&download=y&download=y;ПК 272+13 лево;26.03.2025;ГСК;272.1К/26.03/43К-03;
272.5К/26.03/43К-03;500;ПЛП 4;КР 43 ОП РЗ 43К-03 км 0+000 - км 32+800;Файл: АОП 272.5К-26.03-43К-03 от 26.03.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178797&field_id=PROPERTY_1409&file_id=210597&ncc=y&download=y&download=y;ПК272+56 лево;26.03.2025;ГСК;272.5К/26.03/43К-03;
274Гр/28.03/43К-03;500;ПЛП 4;КР 43 ОП РЗ 43К-03 км 0+000 - км 32+800;Файл: АОП 274Гр-28.03-43К-03 от 28.03.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=178812&field_id=PROPERTY_1409&file_id=210607&ncc=y&download=y&download=y;ПК 274+30 лево;28.03.2025;ГСК;274Гр/28.03/43К-03;
28;500;ПЛП 5;КР М4 км 103 - км 117;Файл: Акт 28 от 21.01.2025.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=173568&field_id=PROPERTY_1409&file_id=205787&ncc=y&download=y&download=y;ПК1141+00;21.01.2025;ГСК;28;
28;500;ПЛП 6;РЕК М3 км 86-124 II ПК;Файл: протокол №28 от 11.02.2025 (1)-001.pdf;https://portal.avtodor-eng.ru/laboratoriya/laboratoriya_handbook/?mode=view&list_id=176&section_id=0&element_id=181052&field_id=PROPERTY_1409&file_id=213082&ncc=y&download=y&download=y;ПК 209 км 86+185 путепровод в составе разворотной петли, разворотная петля Ворсино;14.01.0025;ГСК;28;Опора ОП2 Ригель монолитный Рг-2
